,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
955,151.0,5.017279836814924,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.033112582781456956,-3.407841924380824,30.2,3.407841924380824,0.3443708609271523,0.6556291390728477,0.5,0.1556291390728477,2.0,2.0,2.0,0.0,4.0,-1.1558166215543935,-0.37554834552280747,-0.6852522004135958,0.33824225734033786,-0.00822999829819947,0.8614987301054458,0.448870304830061,0.35645507074756394,0.9289400324958198
1492,1600.0,7.3777589082278725,100.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.01,0.01,0.009999999999999998,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643856189774723
958,2310.0,7.745002803515839,2.0,19.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,19.0,0.05263157894736842,0.008225108225108226,-4.800563824349399,121.57894736842105,4.800563824349399,0.14285714285714285,0.8571428571428571,0.5,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916727785823274
1494,1055.0,6.961296045910167,2.0,41.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,41.0,0.024390243902439025,0.03886255924170616,-3.247723979205859,25.73170731707317,3.247723979205859,0.33744075829383885,0.6625592417061611,0.5,0.16255924170616112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223486063040568
1496,7400.0,8.909235279192261,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.002702702702702703,-5.91350300563827,370.0,5.91350300563827,0.49513513513513513,0.5048648648648648,0.5,0.004864864864864843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999317106546881
962,2000.0,7.600902459542082,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.003,-5.809142990314028,333.3333333333333,5.809142990314028,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46899559358928117
1498,462.0,6.135564891081739,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.25,0.01948051948051948,-3.9383403137455195,51.333333333333336,3.9383403137455195,0.3463203463203463,0.6536796536796536,0.5,0.15367965367965367,2.0,2.0,2.0,0.0,2.0,-1.0182230997476407,6.338868732094799,2.220074778001641,2.5786558515445948,-0.3804937421038406,2.3051833924457403,0.853218851055354,1.0004230955057594,0.9307388109871576
964,36.0,3.58351893845611,2.0,22.0,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,10.5,0.09523809523809523,0.6111111111111112,-0.49247648509779407,1.6363636363636365,0.49247648509779424,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,4.0,4.0,4.0,0.0,4.0,-3.0,4.855056086673713,-0.1256228345331421,1.4178373785869318,-0.4820022513197113,2.1296288283124536,0.46231814084083456,0.5994294539408921,0.9182958340544894
965,101.0,4.61512051684126,2.0,17.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.058823529411764705,17.0,0.16831683168316833,-1.7819071727850433,5.9411764705882355,1.7819071727850435,0.40594059405940597,0.594059405940594,0.5,0.09405940594059403,2.0,100.0,8.125,23.72202299552043,130.0,-0.6282263798057874,-0.6282263798057874,-0.6282263798057874,0.0,0.1373478001221,0.1373478001221,0.1373478001221,0.0,0.9743197211096905
1501,1593.0,7.373374309910049,10.0,256.0,5.545177444479562,0.0,0.0,0.0,0.0,0.0,0.0,256.0,1.0,256.0,0.00390625,0.16070307595731326,-1.8281968654304859,6.22265625,1.828196865430486,0.0973006905210295,0.1016949152542373,0.1,0.0012253120713084215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3218194896867805
1504,1941.0,7.57095858316901,2.0,33.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,33.0,0.030303030303030304,0.017001545595054096,-4.07445102170253,58.81818181818182,4.07445102170253,0.3467284904688305,0.6532715095311695,0.5,0.15327150953116953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9311123348674443
1506,470.0,6.152732694704104,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.21428571428571427,4.666666666666667,0.03404255319148936,-3.380143972464323,29.375,3.380143972464323,0.14893617021276595,0.851063829787234,0.5,0.35106382978723405,2.0,7.0,2.6153846153846154,1.3888823142513682,34.0,-0.1333004286717534,30.14536620499718,10.24673921390287,14.074848539428135,-0.19054909273047035,5.615495889763545,1.989464494845082,2.5814421304186514,0.607171654871303
969,150.0,5.0106352940962555,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544894
970,841.0,6.734591659972948,2.0,70.0,4.248495242049359,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,70.0,0.014285714285714285,0.08323424494649227,-2.486096417923589,12.014285714285714,2.486096417923589,0.3769322235434007,0.6230677764565993,0.5,0.12306777645659928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955846502312438
971,2000.0,7.600902459542082,2.0,76.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,76.0,0.013157894736842105,0.038,-3.270169119255751,26.31578947368421,3.270169119255751,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46899559358928117
973,178.0,5.181783550292085,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.07692307692307693,0.07303370786516854,-2.6168341928305483,13.692307692307692,2.6168341928305483,0.398876404494382,0.601123595505618,0.5,0.101123595505618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702895375408072
974,132.0,4.882801922586371,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.030303030303030304,-3.4965075614664802,33.0,3.4965075614664802,0.38636363636363635,0.6136363636363636,0.5,0.11363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624127354629922
1482,340.0,5.8289456176102075,30.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.06666666666666667,0.04411764705882353,-3.120895416507997,22.666666666666668,3.120895416507997,0.023529411764705882,0.047058823529411764,0.03333333333333333,0.00476272854960436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8921798179270395
976,9961.0,9.206432747145165,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.0014054813773717498,-6.567375417529907,711.5,6.567375417529907,0.16203192450557172,0.8379680754944283,0.5,0.3379680754944283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6391484789513525
1484,126.0,4.836281906951478,2.0,310.0,5.736572297479192,0.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,310.0,0.0032258064516129032,2.4603174603174605,0.900290390527714,0.4064516129032258,-0.900290390527714,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544894
978,2000.0,7.600902459542082,2.0,216.0,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,216.0,0.004629629629629629,0.108,-2.2256240518579173,9.25925925925926,2.2256240518579173,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46899559358928117
979,5000.0,8.517193191416238,2.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,40.0,0.025,0.008,-4.8283137373023015,125.0,4.8283137373023015,0.3384,0.6616,0.5,0.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9232793793699433
980,5620.0,8.634086942887738,2.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.011387900355871887,-4.475203859528065,87.8125,4.475203859528065,0.10177935943060498,0.898220640569395,0.5,0.398220640569395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474610785765024
1466,2126.0,7.661997558901893,10.0,35.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,35.0,0.02857142857142857,0.016462841015992474,-4.106649497412479,60.74285714285714,4.106649497412479,0.02492944496707432,0.27234242709313267,0.1,0.07786105125942858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.913356388291818
1467,540.0,6.29156913955832,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.037037037037037035,-3.295836866004329,27.0,3.295836866004329,0.08518518518518518,0.9148148148148149,0.5,0.41481481481481486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201910370851764
983,1473.0,7.29505641646263,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.25,4.0,0.006109979633401222,-5.097831839126411,163.66666666666666,5.097831839126411,0.4270196877121521,0.572980312287848,0.5,0.07298031228784793,2.0,4.0,3.142857142857143,0.989743318610787,22.0,-0.9447641041684713,1.5203487803093525,0.2877923380704406,1.232556442238912,0.25618798167170126,1.0978944705751605,0.6770412261234309,0.4208532444517296,0.9845770107616216
1473,100.0,4.605170185988092,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.09,-2.4079456086518722,11.11111111111111,2.407945608651872,0.12,0.88,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293608652873644
1475,6118.0,8.718990524710849,6.0,51.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,51.0,0.0196078431372549,0.008336057535142204,-4.787164891986523,119.96078431372548,4.787164891986523,0.07943772474664923,0.41745668519123896,0.16666666666666666,0.11627488186971603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000070580673455
1511,440.0,6.0867747269123065,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.01818181818181818,-4.007333185232471,55.0,4.007333185232471,0.32272727272727275,0.6772727272727272,0.5,0.17727272727272725,3.0,3.0,3.0,0.0,3.0,-0.1125822676776278,168.7477805064442,42.5577904300752,53.750003849956386,-1.279246778599258,11.113533648709097,4.215608886879392,3.4668464930125475,0.9073226451896846
987,500.0,6.214608098422191,2.0,23.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,5.0,0.2,0.046,-3.079113882493042,21.73913043478261,3.079113882493042,0.16,0.84,0.5,0.33999999999999997,1.0,500.0,172.0,232.0014367771602,516.0,-1.2000096000384002,29.3171580183516,3.719867377006345,7.294668366369468,-0.06805469209789632,4.207797850482731,1.1538278831622806,1.0682475085007086,0.6343095546405662
988,67.0,4.204692619390966,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,0.14285714285714285,0.22388059701492538,-1.4966424182887559,4.466666666666667,1.496642418288756,0.3880597014925373,0.6119402985074627,0.5,0.11194029850746268,2.0,2.0,2.0,0.0,2.0,2.0130165360918983,56.60495034609732,18.018385909890696,15.28637214511307,1.6737591026054635,7.505305976784143,3.766170113121724,1.6426642763825705,0.9635359835770286
1477,13910.0,9.540363284917488,6.0,129.0,4.859812404361672,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,129.0,0.007751937984496124,0.009273903666427032,-4.680550880555816,107.82945736434108,4.680550880555816,0.1179726815240834,0.21631919482386772,0.16666666666666666,0.0387991450687278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5456958326360266
994,846.0,6.740519359606223,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.05555555555555555,0.02127659574468085,-3.8501476017100584,47.0,3.8501476017100584,0.2576832151300236,0.7423167848699763,0.5,0.24231678486997635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8232301496857753
995,2000.0,7.600902459542082,2.0,47.0,3.8501476017100584,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,47.0,0.02127659574468085,0.0235,-3.750754857832024,42.5531914893617,3.750754857832024,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46899559358928117
996,214.0,5.365976015021851,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.04205607476635514,-3.168751437685632,23.77777777777778,3.168751437685632,0.35514018691588783,0.6448598130841121,0.5,0.14485981308411214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9385750889380636
997,625.0,6.437751649736401,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0064,-5.051457288616511,156.25,5.051457288616511,0.4608,0.5392,0.5,0.03920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955616408715737
1004,600.0,6.396929655216146,2.0,61.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,30.0,0.03333333333333333,0.10166666666666667,-2.286055791042835,9.836065573770492,2.286055791042835,0.16666666666666666,0.8333333333333334,0.5,0.33333333333333337,600.0,600.0,600.0,0.0,600.0,-1.2147674090432217,0.5833618934648928,-0.5627553012416955,0.5929956105668789,-0.6902593912836027,0.931437252798587,0.03391962864235607,0.2880046848260004,0.6500224216483541
1005,214.0,5.365976015021851,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.04205607476635514,-3.168751437685632,23.77777777777778,3.168751437685632,0.35514018691588783,0.6448598130841121,0.5,0.14485981308411214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9385750889380636
1006,148.0,4.997212273764115,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.1875,5.333333333333333,0.12162162162162163,-2.10684051586795,8.222222222222221,2.10684051586795,0.4527027027027027,0.5472972972972973,0.5,0.047297297297297286,2.0,8.0,2.933333333333333,1.569146972791976,44.0,-0.5274945597084546,28.7136089467821,9.512437577780908,13.582016584736037,0.3304025330575729,5.3870465945962165,2.302843497950813,2.2089852224452287,0.9935356224240488
1009,63.0,4.143134726391533,2.0,31.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,5.4,0.18518518518518517,0.49206349206349204,-0.7091475219063865,2.032258064516129,0.7091475219063864,0.3968253968253968,0.6031746031746031,0.5,0.10317460317460317,3.0,7.0,4.0,1.7320508075688772,16.0,-1.0530363900245046,39.0367032325927,4.67324090605518,9.921585734312451,-0.425625253326588,5.942596181939443,1.2522952623437513,1.5866702235142622,0.9690632527820695
1011,336.0,5.817111159963204,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.020833333333333332,-3.871201010907891,48.0,3.871201010907891,0.4255952380952381,0.5744047619047619,0.5,0.07440476190476189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839667997071854
1012,194.0,5.267858159063328,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.07142857142857142,14.0,0.14948453608247422,-1.900562329076854,6.689655172413793,1.900562329076854,0.3556701030927835,0.6443298969072165,0.5,0.1443298969072165,2.0,194.0,11.555555555555555,35.93959266585606,312.0,54.979550674884884,79.91799867626888,67.44877467557689,12.469224000691998,6.705998922326289,8.503177363132735,7.604588142729512,0.8985892204032231,0.9390302488858155
1013,138.0,4.927253685157205,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.014492753623188406,-4.23410650459726,69.0,4.23410650459726,0.06521739130434782,0.9347826086956522,0.5,0.4347826086956522,3.0,3.0,3.0,0.0,3.0,-0.016832067271356443,-0.016832067271356443,-0.016832067271356443,0.0,-0.6102761367390912,-0.6102761367390912,-0.6102761367390912,0.0,0.3478169135710633
1015,72.0,4.276666119016055,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.041666666666666664,-3.1780538303479458,24.0,3.1780538303479458,0.16666666666666666,0.8333333333333334,0.5,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500224216483541
1016,990.0,6.897704943128636,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.5,0.4,0.013131313131313131,-4.3327555856670985,76.15384615384616,4.332755585667099,0.09090909090909091,0.9090909090909091,0.5,0.40909090909090906,2.0,15.0,6.333333333333333,6.128258770283412,19.0,-0.7643502587672972,0.1456135945397774,-0.3955075939134394,0.25833428786311224,-0.20583956242550117,0.35651919362646206,0.090977161262494,0.1597630818687559,0.43949698692151334
1019,10992.0,9.30492301446213,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.001455604075691412,-6.532334292222349,687.0,6.532334292222349,0.10407569141193596,0.895924308588064,0.5,0.39592430858806404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817836662695727
1020,2000.0,7.600902459542082,2.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.032,-3.4420193761824103,31.25,3.4420193761824107,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46899559358928117
1021,5473.0,8.607582191143917,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.0018271514708569341,-6.304997098149872,547.3,6.304997098149872,0.10232048236798831,0.8976795176320117,0.5,0.3976795176320117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47630848422266575
1026,155.0,5.043425116919247,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.2857142857142857,3.5,0.05161290322580645,-2.9639835752394106,19.375,2.9639835752394106,0.3161290322580645,0.6838709677419355,0.5,0.18387096774193548,3.0,21.0,7.666666666666667,6.155395104206462,46.0,-1.2785364412890838,-0.3202152249857635,-0.7993758331374237,0.4791606081516602,0.21417669127677957,0.539554274762924,0.3768654830198518,0.1626887917430722,0.900122143691371
1036,14395.0,9.574636203046277,2.0,216.0,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,216.0,0.004629629629629629,0.015005210142410559,-4.199357795362111,66.64351851851852,4.199357795362111,0.06154914901007294,0.9384508509899271,0.5,0.4384508509899271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333564012148065
1038,3468.0,8.151333337900432,2.0,970.0,6.877296071497429,0.0,0.0,0.0,0.0,0.0,0.0,970.0,1.0,970.0,0.0010309278350515464,0.27970011534025374,-1.274037266403004,3.575257731958763,1.274037266403004,0.49163783160322955,0.5083621683967705,0.5,0.00836216839677048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997982272095377
1040,14395.0,9.574636203046277,2.0,108.0,4.68213122712422,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,108.0,0.009259259259259259,0.007502605071205279,-4.892504975922057,133.28703703703704,4.892504975922057,0.06154914901007294,0.9384508509899271,0.5,0.4384508509899271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333564012148065
1041,3468.0,8.151333337900432,10.0,784.0,6.664409020350408,0.0,0.0,0.0,0.0,0.0,0.0,784.0,1.0,784.0,0.0012755102040816326,0.22606689734717417,-1.4869243175500246,4.423469387755102,1.4869243175500246,0.09083044982698962,0.11043829296424452,0.1,0.006615495072925262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318768968241323
1043,4562.0,8.425516402844334,2.0,48.0,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,48.0,0.020833333333333332,0.01052170100832968,-4.554315391936442,95.04166666666667,4.554315391936442,0.24813678211310827,0.7518632178868917,0.5,0.2518632178868917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8083116159412277
1044,10936.0,9.299815378403785,3.0,27.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,6.0,0.16666666666666666,0.002468910021945867,-6.003978512399456,405.037037037037,6.003978512399456,0.26243599122165323,0.3897220190197513,0.3333333333333333,0.05296734246435422,2.0,2.0,2.0,0.0,6.0,-1.2007436041678103,98.85555949075304,23.593662207764236,30.60171922990456,0.0,9.106201909302486,3.0677227951802126,2.5855171930312264,1.5662478253027114
1045,145.0,4.976733742420574,2.0,94.0,4.543294782270004,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,94.0,0.010638297872340425,0.6482758620689655,-0.43343896015057054,1.5425531914893618,0.43343896015057054,0.05517241379310345,0.9448275862068966,0.5,0.44482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079753288729196
1046,15545.0,9.651494322492853,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.000321646831778707,-8.042056410058754,3109.0,8.042056410058754,0.3285944033451271,0.671405596654873,0.5,0.17140559665487295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9134838311406802
1048,369.0,5.910796644040527,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.02168021680216802,-3.8313551023606913,46.125,3.8313551023606913,0.44715447154471544,0.5528455284552846,0.5,0.05284552845528456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919270464052614
1049,1458.0,7.284820912568604,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.025377229080932786,-3.673902999924379,39.4054054054054,3.673902999924379,0.12208504801097393,0.877914951989026,0.5,0.377914951989026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5353247216329435
1050,1563.0,7.354362330421477,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.023672424824056303,-3.743444417777252,42.24324324324324,3.743444417777252,0.10236724248240563,0.8976327575175944,0.5,0.39763275751759436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4764549714253225
1054,161.0,5.081404364984463,2.0,39.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.02564102564102564,0.2422360248447205,-1.4178427188548166,4.128205128205129,1.4178427188548166,0.32298136645962733,0.6770186335403726,0.5,0.17701863354037264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9075941654188296
1055,89.0,4.48863636973214,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.0898876404494382,-2.409194828052304,11.125,2.409194828052304,0.2247191011235955,0.7752808988764045,0.5,0.2752808988764045,3.0,3.0,3.0,0.0,3.0,0.06914129331009233,39.52298850574712,8.113248311629222,12.911517058434542,1.0339485595609048,6.443833370420679,2.573607366503173,1.6400424674520984,0.7686913027030167
1056,9466.0,9.155461710466193,2.0,38.0,3.6375861597263857,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0,0.02631578947368421,0.004014367208958377,-5.517875550739808,249.10526315789474,5.517875550739808,0.007183604479188675,0.9928163955208114,0.5,0.49281639552081136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06148143263412651
1059,121.0,4.795790545596741,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.2396694214876033,-1.428494715610267,4.172413793103448,1.4284947156102672,0.0743801652892562,0.9256198347107438,0.5,0.4256198347107438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3820609539404418
