,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD
766,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.476,0.524,0.5,0.02400000000000002
767,475.0,6.163314804034641,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.00631578947368421,-5.064702515366531,158.33333333333334,5.064702515366531,0.12842105263157894,0.871578947368421,0.5,0.371578947368421
768,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.45,0.55,0.5,0.05000000000000002
769,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.452,0.548,0.5,0.048000000000000015
770,625.0,6.437751649736401,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.0096,-4.645992180508347,104.16666666666667,4.645992180508347,0.496,0.504,0.5,0.0040000000000000036
771,108.0,4.68213122712422,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.5,0.037037037037037035,-3.295836866004329,27.0,3.295836866004329,0.4444444444444444,0.5555555555555556,0.5,0.05555555555555558
772,2178.0,7.686162303492906,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0013774104683195593,-6.587550014824796,726.0,6.587550014824796,0.44490358126721763,0.5550964187327824,0.5,0.05509641873278237
773,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.496,0.504,0.5,0.0040000000000000036
774,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.4788519637462236,0.5211480362537765,0.5,0.021148036253776453
775,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.43,0.57,0.5,0.06999999999999998
776,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.5,0.5,0.5,0.0
777,47.0,3.8501476017100584,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.14893617021276595,-1.9042374526547454,6.714285714285714,1.9042374526547452,0.425531914893617,0.574468085106383,0.5,0.074468085106383
778,252.0,5.529429087511423,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.05555555555555555,-2.890371757896165,18.0,2.8903717578961645,0.49206349206349204,0.5079365079365079,0.5,0.007936507936507936
779,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.466,0.534,0.5,0.034
780,51.0,3.9318256327243257,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.11764705882352941,-2.1400661634962708,8.5,2.1400661634962708,0.4117647058823529,0.5882352941176471,0.5,0.08823529411764708
782,120.0,4.787491742782046,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.016666666666666666,-4.0943445622221,60.0,4.0943445622221,0.475,0.525,0.5,0.025000000000000022
783,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.4,0.6,0.5,0.09999999999999998
784,140.0,4.941642422609304,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.02142857142857143,-3.8430301339411947,46.666666666666664,3.8430301339411947,0.5,0.5,0.5,0.0
785,45.0,3.8066624897703196,2.0,46.0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,46.0,0.021739130434782608,1.0222222222222221,0.021978906718775164,0.9782608695652174,-0.02197890671877523,0.4888888888888889,0.5111111111111111,0.5,0.011111111111111101
787,50.0,3.912023005428146,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.5,0.1,-2.3025850929940455,10.0,2.302585092994046,0.48,0.52,0.5,0.020000000000000018
788,186.0,5.225746673713202,2.0,60.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,60.0,0.016666666666666666,0.3225806451612903,-1.1314021114911006,3.1,1.1314021114911006,0.41397849462365593,0.5860215053763441,0.5,0.08602150537634409
789,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.47,0.53,0.5,0.030000000000000027
790,55.0,4.007333185232471,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.03636363636363636,-3.3141860046725258,27.5,3.3141860046725258,0.43636363636363634,0.5636363636363636,0.5,0.06363636363636363
791,43.0,3.7612001156935624,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.046511627906976744,-3.068052935133617,21.5,3.068052935133617,0.3953488372093023,0.6046511627906976,0.5,0.10465116279069767
792,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.404,0.596,0.5,0.09599999999999997
793,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.46,0.54,0.5,0.04000000000000001
794,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.444,0.556,0.5,0.05600000000000002
795,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.49395770392749244,0.5060422960725075,0.5,0.00604229607250753
796,209.0,5.342334251964811,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.03349282296650718,-3.3964241029094975,29.857142857142858,3.396424102909498,0.2535885167464115,0.7464114832535885,0.5,0.24641148325358853
797,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026
799,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.497,0.503,0.5,0.0030000000000000027
800,74.0,4.30406509320417,2.0,27.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,27.0,0.037037037037037035,0.36486486486486486,-1.0082282271998406,2.740740740740741,1.0082282271998408,0.4189189189189189,0.581081081081081,0.5,0.08108108108108106
801,185.0,5.220355825078324,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.016216216216216217,-4.121743536410215,61.666666666666664,4.121743536410215,0.4702702702702703,0.5297297297297298,0.5,0.02972972972972973
803,7129.0,8.871926251117628,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0007013606396409033,-7.262488338683528,1425.8,7.262488338683528,0.4693505400476925,0.5306494599523075,0.5,0.0306494599523075
804,70.0,4.248495242049359,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.6,1.6666666666666667,0.1,-2.3025850929940455,10.0,2.302585092994046,0.4857142857142857,0.5142857142857142,0.5,0.014285714285714263
805,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.472,0.528,0.5,0.028000000000000025
806,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.445,0.555,0.5,0.05500000000000002
807,8192.0,9.010913347279288,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0009765625,-6.931471805599453,1024.0,6.931471805599453,0.4912109375,0.5087890625,0.5,0.0087890625
808,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.45,0.55,0.5,0.05000000000000002
811,264.0,5.575949103146316,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.007575757575757576,-4.882801922586371,132.0,4.882801922586371,0.38257575757575757,0.6174242424242424,0.5,0.11742424242424243
812,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.47,0.53,0.5,0.030000000000000027
813,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.437,0.563,0.5,0.06299999999999997
814,468.0,6.148468295917647,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.004273504273504274,-5.455321115357702,234.0,5.455321115357702,0.452991452991453,0.5470085470085471,0.5,0.047008547008547036
815,52.0,3.9512437185814275,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.17307692307692307,-1.754019141245208,5.777777777777778,1.754019141245208,0.46153846153846156,0.5384615384615384,0.5,0.038461538461538436
816,8192.0,9.010913347279288,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0009765625,-6.931471805599453,1024.0,6.931471805599453,0.497802734375,0.502197265625,0.5,0.002197265625
817,48.0,3.871201010907891,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.08333333333333333,-2.4849066497880004,12.0,2.4849066497880004,0.4791666666666667,0.5208333333333334,0.5,0.020833333333333343
818,310.0,5.736572297479192,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.025806451612903226,-3.657130755799356,38.75,3.657130755799356,0.46774193548387094,0.532258064516129,0.5,0.03225806451612903
819,9517.0,9.160834952072344,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.0006304507723021961,-7.369075482844289,1586.1666666666667,7.369075482844289,0.49721550908899864,0.5027844909110014,0.5,0.002784490911001386
820,235.0,5.459585514144159,2.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.05106382978723404,-2.9746788643561586,19.583333333333332,2.9746788643561586,0.39574468085106385,0.6042553191489362,0.5,0.10425531914893615
821,22784.0,10.033813814211703,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.0007022471910112359,-7.261225091971921,1424.0,7.261225091971921,0.29599719101123595,0.704002808988764,0.5,0.20400280898876402
822,20640.0,9.9349862195955,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0003875968992248062,-7.855544677915663,2580.0,7.855544677915663,0.40625,0.59375,0.5,0.09375
823,20640.0,9.9349862195955,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0003875968992248062,-7.855544677915663,2580.0,7.855544677915663,0.4318798449612403,0.5681201550387597,0.5,0.06812015503875968
824,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.452,0.548,0.5,0.048000000000000015
825,506.0,6.226536669287466,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,4.25,0.23529411764705882,0.039525691699604744,-3.2308043957334744,25.3,3.2308043957334744,0.4407114624505929,0.5592885375494071,0.5,0.059288537549407105
826,576.0,6.3561076606958915,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.019097222222222224,-3.958212387897521,52.36363636363637,3.958212387897521,0.4149305555555556,0.5850694444444444,0.5,0.08506944444444442
827,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.49697885196374625,0.5030211480362538,0.5,0.0030211480362537513
828,100.0,4.605170185988092,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,1.0,0.0,1.0,0.0,0.47,0.53,0.5,0.030000000000000027
829,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.45,0.55,0.5,0.05000000000000002
830,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.364,0.636,0.5,0.136
1447,327.0,5.7899601708972535,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.11314984709480122,-2.179042258253029,8.837837837837839,2.179042258253029,0.12844036697247707,0.8715596330275229,0.5,0.37155963302752293
832,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.444,0.556,0.5,0.05600000000000002
833,8192.0,9.010913347279288,2.0,32.0,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,32.0,0.03125,0.00390625,-5.545177444479562,256.0,5.545177444479562,0.3104248046875,0.6895751953125,0.5,0.1895751953125
834,250.0,5.521460917862246,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,0.4,-0.916290731874155,2.5,0.9162907318741551,0.44,0.56,0.5,0.060000000000000026
835,48.0,3.871201010907891,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08333333333333333,-2.4849066497880004,12.0,2.4849066497880004,0.4375,0.5625,0.5,0.0625
836,34.0,3.5263605246161616,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.25,0.8,0.23529411764705882,-1.4469189829363254,4.25,1.4469189829363254,0.4411764705882353,0.5588235294117647,0.5,0.05882352941176472
837,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.453,0.547,0.5,0.047000000000000014
838,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.432,0.568,0.5,0.06799999999999998
1451,705.0,6.558197802812269,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.0524822695035461,-2.947279890168044,19.054054054054053,2.947279890168044,0.08652482269503546,0.9134751773049645,0.5,0.4134751773049645
1452,745.0,6.61338421837956,2.0,36.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,36.0,0.027777777777777776,0.04832214765100671,-3.0298652799234493,20.694444444444443,3.0298652799234493,0.021476510067114093,0.978523489932886,0.5,0.4785234899328859
841,950.0,6.856461984594587,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.009473684210526316,-4.659237407258367,105.55555555555556,4.6592374072583675,0.4863157894736842,0.5136842105263157,0.5,0.013684210526315771
1453,1077.0,6.981934677156389,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.034354688950789226,-3.3710167645121643,29.10810810810811,3.3710167645121643,0.1244196843082637,0.8755803156917363,0.5,0.37558031569173633
843,22784.0,10.033813814211703,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.00035112359550561797,-7.954372272531867,2848.0,7.954372272531867,0.29599719101123595,0.704002808988764,0.5,0.20400280898876402
845,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.491,0.509,0.5,0.009000000000000008
846,16599.0,9.71709773156622,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.05555555555555555,0.0010844026748599313,-6.8267259736700545,922.1666666666666,6.8267259736700545,0.30905476233508045,0.6909452376649196,0.5,0.19094523766491955
847,6574.0,8.790877754224164,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.0021296014602981443,-6.151820424608906,469.57142857142856,6.151820424608906,0.46744752053544264,0.5325524794645573,0.5,0.03255247946455733
848,38.0,3.6375861597263857,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.5,0.13157894736842105,-2.0281482472922856,7.6,2.028148247292285,0.2631578947368421,0.7368421052631579,0.5,0.23684210526315788
849,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.497,0.503,0.5,0.0030000000000000027
850,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.49,0.51,0.5,0.010000000000000009
851,240.0,5.480638923341991,2.0,124.0,4.820281565605037,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,124.0,0.008064516129032258,0.5166666666666667,-0.6603573577369544,1.935483870967742,0.6603573577369545,0.425,0.575,0.5,0.07499999999999998
1454,1458.0,7.284820912568604,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.025377229080932786,-3.673902999924379,39.4054054054054,3.673902999924379,0.12208504801097393,0.877914951989026,0.5,0.377914951989026
853,506.0,6.226536669287466,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.16666666666666666,0.025691699604743084,-3.6615873118259286,38.92307692307692,3.6615873118259286,0.41304347826086957,0.5869565217391305,0.5,0.08695652173913046
1464,748.0,6.617402977974478,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0053475935828877,-5.231108616854587,187.0,5.231108616854587,0.23796791443850268,0.7620320855614974,0.5,0.2620320855614974
855,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.448,0.552,0.5,0.05200000000000002
857,40.0,3.6888794541139363,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.175,-1.742969305058623,5.714285714285714,1.742969305058623,0.35,0.65,0.5,0.15000000000000002
859,74.0,4.30406509320417,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.25,0.12162162162162163,-2.10684051586795,8.222222222222221,2.10684051586795,0.4189189189189189,0.581081081081081,0.5,0.08108108108108106
860,380.0,5.940171252720432,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.005263157894736842,-5.247024072160486,190.0,5.247024072160486,0.4868421052631579,0.5131578947368421,0.5,0.013157894736842118
862,87.0,4.465908118654584,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.6666666666666665,0.375,0.11494252873563218,-2.1633230256605382,8.7,2.163323025660538,0.4827586206896552,0.5172413793103449,0.5,0.017241379310344834
863,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.468,0.532,0.5,0.032
864,60.0,4.0943445622221,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.11666666666666667,-2.1484344131667874,8.571428571428571,2.1484344131667874,0.45,0.55,0.5,0.05000000000000002
865,100.0,4.605170185988092,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.03,-3.506557897319982,33.333333333333336,3.506557897319982,0.07,0.93,0.5,0.43
866,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.418,0.582,0.5,0.08199999999999999
867,130.0,4.867534450455582,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.015384615384615385,-4.174387269895637,65.0,4.174387269895637,0.19230769230769232,0.8076923076923077,0.5,0.3076923076923077
868,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.46,0.54,0.5,0.04000000000000001
869,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.428,0.572,0.5,0.07199999999999998
870,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.466,0.534,0.5,0.034
871,3848.0,8.255308811785596,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0012993762993762994,-6.645870899351497,769.6,6.645870899351497,0.5,0.5,0.5,0.0
872,506.0,6.226536669287466,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.6666666666666665,0.2727272727272727,0.025691699604743084,-3.6615873118259286,38.92307692307692,3.6615873118259286,0.41304347826086957,0.5869565217391305,0.5,0.08695652173913046
873,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.432,0.568,0.5,0.06799999999999998
874,50.0,3.912023005428146,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.1,-2.3025850929940455,10.0,2.302585092994046,0.42,0.58,0.5,0.07999999999999999
875,100.0,4.605170185988092,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,-3.506557897319982,33.333333333333336,3.506557897319982,0.19,0.81,0.5,0.31000000000000005
876,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.44,0.56,0.5,0.060000000000000026
877,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.452,0.548,0.5,0.048000000000000015
878,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.47,0.53,0.5,0.030000000000000027
879,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.392,0.608,0.5,0.10799999999999998
880,284.0,5.648974238161206,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.035211267605633804,-3.3463891451671604,28.4,3.3463891451671604,0.5,0.5,0.5,0.0
881,40768.0,10.615652738931836,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.75,0.5714285714285714,0.0002452904238618524,-8.313067645937789,4076.8,8.313067645937789,0.4034291601255887,0.5965708398744113,0.5,0.09657083987441129
882,60.0,4.0943445622221,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.06666666666666667,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.48333333333333334,0.5166666666666667,0.5,0.01666666666666669
